Year,Region,Season,Crop,N,P,K,pH,Temperature,Humidity,Rainfall,SoilType,Irrigation,Moisture,CropHealthIndex,CropHealthLabel
2015,Rajasthan,Kharif,Cotton,104.99,73.66,39.05,6.94,36.49,46.92,188.77,Loamy,Irrigated,21.09,0.59,Moderate
2015,Rajasthan,Kharif,Cotton,79.47,51.99,33.0,7.4,28.66,51.94,222.95,Sandy,Rainfed,11.46,0.38,Poor
2015,Rajasthan,Kharif,Cotton,88.9,78.22,25.52,5.7,31.13,65.66,177.37,Loamy,Rainfed,23.65,0.53,Moderate
2015,Rajasthan,Kharif,Maize,88.72,30.8,48.72,7.13,26.94,57.08,189.75,Clay,Rainfed,21.61,0.59,Moderate
2015,Rajasthan,Kharif,Maize,99.09,53.65,37.59,6.98,26.79,34.74,152.32,Clay,Irrigated,10.26,0.51,Moderate
2015,Rajasthan,Kharif,Maize,109.14,58.55,44.48,7.12,29.75,61.17,193.71,Sandy,Rainfed,26.69,0.63,Moderate
2015,Rajasthan,Kharif,Maize,86.47,77.01,39.6,6.08,32.13,49.1,237.6,Clay,Irrigated,22.59,0.55,Moderate
2015,Rajasthan,Zaid,Moong,62.21,43.22,20.0,6.01,30.52,43.47,72.15,Clay,Irrigated,19.66,0.43,Poor
2015,Rajasthan,Zaid,Moong,99.93,32.62,55.03,7.24,29.28,40.33,88.09,Clay,Rainfed,14.6,0.48,Poor
2015,Rajasthan,Zaid,Moong,86.36,34.98,37.19,7.7,28.63,30.0,80.11,Clay,Rainfed,16.61,0.4,Poor
2015,Rajasthan,Zaid,Moong,101.19,40.3,46.98,7.0,29.72,63.99,126.99,Loamy,Irrigated,24.08,0.58,Moderate
2015,Rajasthan,Zaid,Watermelon,103.95,81.13,33.11,7.67,31.15,44.65,142.7,Clay,Irrigated,19.2,0.53,Moderate
2015,Rajasthan,Zaid,Watermelon,110.46,41.39,39.76,7.87,26.55,46.8,106.97,Sandy,Irrigated,23.21,0.56,Moderate
2015,Rajasthan,Zaid,Watermelon,79.54,46.14,23.31,7.0,28.11,51.2,114.54,Sandy,Rainfed,18.91,0.4,Poor
2015,Rajasthan,Zaid,Watermelon,104.49,65.71,56.84,6.57,32.72,37.74,31.43,Clay,Rainfed,18.88,0.6,Moderate
2015,Rajasthan,Zaid,Cucumber,68.47,72.15,53.8,6.49,27.48,58.84,116.09,Loamy,Rainfed,20.23,0.59,Moderate
2015,Rajasthan,Zaid,Cucumber,99.49,67.59,45.44,6.61,28.78,44.5,63.14,Loamy,Irrigated,17.65,0.41,Poor
2015,Rajasthan,Zaid,Cucumber,77.61,30.58,51.61,6.57,31.45,32.6,75.5,Loamy,Irrigated,13.52,0.42,Poor
2015,Rajasthan,Zaid,Cucumber,119.93,42.59,24.43,6.59,29.43,50.77,38.68,Loamy,Irrigated,21.82,0.54,Moderate
2016,Rajasthan,Rabi,Wheat,69.73,22.95,24.16,6.93,20.7,49.39,21.66,Loamy,Rainfed,16.07,0.26,Poor
2016,Rajasthan,Rabi,Wheat,132.24,63.45,37.31,6.35,17.69,45.17,55.87,Clay,Rainfed,10.0,0.47,Poor
2016,Rajasthan,Rabi,Wheat,101.54,46.63,33.5,6.88,14.37,40.13,44.75,Clay,Irrigated,16.58,0.41,Poor
2016,Rajasthan,Rabi,Wheat,114.16,53.5,49.53,6.94,19.23,49.01,50.75,Sandy,Rainfed,10.26,0.51,Moderate
2016,Rajasthan,Rabi,Mustard,95.84,48.07,21.18,6.53,11.57,51.09,48.67,Loamy,Irrigated,15.14,0.42,Poor
2016,Rajasthan,Rabi,Mustard,119.39,56.41,33.54,7.69,11.92,62.66,15.35,Sandy,Irrigated,10.0,0.51,Moderate
2016,Rajasthan,Rabi,Mustard,95.0,54.33,42.6,6.73,18.0,43.29,105.7,Clay,Irrigated,20.88,0.58,Moderate
2016,Rajasthan,Rabi,Mustard,120.65,66.9,29.09,6.59,10.0,63.04,0.0,Loamy,Irrigated,10.08,0.46,Poor
2016,Rajasthan,Rabi,Barley,127.91,41.57,37.91,5.96,14.08,57.8,102.41,Sandy,Irrigated,12.6,0.52,Moderate
2016,Rajasthan,Rabi,Barley,99.47,54.2,31.9,7.01,19.85,37.66,26.3,Clay,Rainfed,10.95,0.43,Poor
2016,Rajasthan,Rabi,Barley,97.81,48.67,36.3,6.67,16.64,50.06,32.54,Sandy,Rainfed,20.98,0.54,Moderate
2016,Rajasthan,Rabi,Barley,123.46,55.54,38.93,7.02,14.11,56.97,36.65,Sandy,Irrigated,10.0,0.42,Poor
2016,Rajasthan,Kharif,Rice,144.63,59.57,45.01,5.9,26.42,51.43,249.3,Clay,Irrigated,20.05,0.57,Moderate
2016,Rajasthan,Kharif,Rice,60.41,61.22,29.27,6.92,28.14,48.32,161.12,Sandy,Irrigated,26.87,0.47,Poor
2016,Rajasthan,Kharif,Rice,139.17,31.56,44.97,6.57,22.41,47.14,224.04,Loamy,Irrigated,18.62,0.67,Moderate
2016,Rajasthan,Kharif,Rice,121.72,51.47,43.08,6.6,25.49,52.54,198.71,Sandy,Irrigated,19.81,0.54,Moderate
2016,Rajasthan,Kharif,Bajra,99.41,66.89,39.49,5.91,31.86,46.3,195.08,Loamy,Rainfed,24.42,0.54,Moderate
2016,Rajasthan,Kharif,Bajra,57.29,90.0,50.56,6.91,28.04,44.04,234.98,Sandy,Irrigated,17.58,0.58,Moderate
2016,Rajasthan,Kharif,Bajra,101.79,47.04,38.49,6.7,31.56,56.45,202.22,Clay,Irrigated,28.03,0.6,Moderate
2016,Rajasthan,Kharif,Bajra,99.63,44.17,51.24,7.27,21.18,56.56,187.79,Sandy,Irrigated,15.08,0.52,Moderate
2016,Rajasthan,Kharif,Cotton,117.25,64.3,45.13,7.16,27.09,36.2,154.93,Loamy,Irrigated,17.47,0.54,Moderate
2016,Rajasthan,Kharif,Cotton,123.78,60.62,43.51,7.34,31.3,58.0,210.17,Sandy,Irrigated,19.77,0.54,Moderate
2016,Rajasthan,Kharif,Cotton,97.11,38.11,36.92,5.85,29.51,42.55,152.99,Loamy,Rainfed,17.17,0.46,Poor
2016,Rajasthan,Kharif,Cotton,67.85,38.56,32.31,6.33,27.55,56.59,217.5,Sandy,Rainfed,23.99,0.45,Poor
2016,Rajasthan,Kharif,Maize,75.21,50.9,42.77,7.48,29.21,30.0,205.42,Clay,Irrigated,10.62,0.27,Poor
2016,Rajasthan,Kharif,Maize,104.19,42.63,48.07,6.31,30.55,68.01,229.56,Sandy,Rainfed,24.87,0.6,Moderate
2016,Rajasthan,Kharif,Maize,89.82,49.62,22.31,6.45,33.18,77.6,195.7,Clay,Rainfed,24.34,0.46,Poor
2016,Rajasthan,Kharif,Maize,100.0,49.86,36.72,6.88,30.46,41.78,224.84,Clay,Rainfed,24.23,0.5,Poor
2016,Rajasthan,Zaid,Moong,83.61,42.86,48.74,6.93,26.03,46.96,36.17,Sandy,Rainfed,13.45,0.5,Poor
2016,Rajasthan,Zaid,Moong,105.31,41.26,20.0,6.73,27.59,53.9,85.87,Sandy,Rainfed,22.47,0.52,Moderate
2016,Rajasthan,Zaid,Moong,103.95,40.74,36.84,7.11,30.9,62.36,93.55,Clay,Rainfed,26.3,0.54,Moderate
2016,Rajasthan,Zaid,Moong,71.12,20.0,34.49,6.19,26.65,50.01,114.05,Loamy,Rainfed,13.88,0.34,Poor
2016,Rajasthan,Zaid,Watermelon,106.01,59.33,28.61,7.32,26.64,64.52,103.07,Sandy,Rainfed,17.62,0.53,Moderate
2016,Rajasthan,Zaid,Watermelon,107.53,36.47,31.3,7.36,24.78,34.46,122.72,Clay,Rainfed,10.0,0.48,Poor
2016,Rajasthan,Zaid,Watermelon,112.06,41.84,38.37,6.82,25.3,56.38,76.86,Clay,Irrigated,13.57,0.5,Poor
2016,Rajasthan,Zaid,Watermelon,50.0,47.13,64.13,7.19,26.46,47.71,50.23,Loamy,Rainfed,13.95,0.45,Poor
2016,Rajasthan,Zaid,Cucumber,122.29,60.73,47.18,7.02,28.07,55.47,42.77,Sandy,Rainfed,14.48,0.58,Moderate
2016,Rajasthan,Zaid,Cucumber,102.04,73.24,27.61,6.07,29.78,46.46,67.06,Clay,Irrigated,17.13,0.52,Moderate
2016,Rajasthan,Zaid,Cucumber,129.8,25.99,31.72,6.75,28.52,52.44,81.07,Clay,Rainfed,10.0,0.39,Poor
2016,Rajasthan,Zaid,Cucumber,74.8,40.75,36.25,6.64,32.98,50.21,99.23,Loamy,Rainfed,22.43,0.5,Moderate
2017,Rajasthan,Rabi,Wheat,109.15,20.0,35.0,6.54,10.0,30.0,25.73,Clay,Rainfed,18.71,0.42,Poor
2017,Rajasthan,Rabi,Wheat,115.36,53.23,45.08,8.0,16.15,51.41,0.0,Loamy,Irrigated,10.0,0.57,Moderate
2017,Rajasthan,Rabi,Wheat,91.52,41.45,43.3,6.04,14.14,52.87,48.18,Loamy,Irrigated,18.77,0.47,Poor
2017,Rajasthan,Rabi,Wheat,89.29,55.38,32.69,7.18,11.61,45.5,100.29,Loamy,Irrigated,18.54,0.58,Moderate
2017,Rajasthan,Rabi,Mustard,125.92,39.22,47.45,6.7,14.47,56.69,53.92,Clay,Rainfed,17.63,0.54,Moderate
2017,Rajasthan,Rabi,Mustard,131.56,64.78,48.69,6.57,15.76,48.84,58.59,Loamy,Irrigated,10.08,0.59,Moderate
2017,Rajasthan,Rabi,Mustard,95.41,25.41,36.08,7.3,17.63,64.73,25.84,Clay,Irrigated,16.39,0.45,Poor
2017,Rajasthan,Rabi,Mustard,101.7,20.0,38.13,5.98,14.43,53.24,4.09,Clay,Rainfed,21.8,0.5,Moderate
2017,Rajasthan,Rabi,Barley,134.95,63.98,37.63,7.37,16.4,65.21,12.04,Clay,Irrigated,12.87,0.49,Poor
2017,Rajasthan,Rabi,Barley,124.46,46.12,43.53,6.51,13.17,44.71,7.74,Clay,Rainfed,10.0,0.49,Poor
2017,Rajasthan,Rabi,Barley,139.75,63.67,41.06,7.43,10.0,49.31,0.0,Clay,Rainfed,10.63,0.56,Moderate
2017,Rajasthan,Rabi,Barley,114.65,54.33,23.45,6.32,15.6,52.64,100.89,Sandy,Irrigated,14.94,0.46,Poor
2017,Rajasthan,Kharif,Rice,112.04,51.08,37.88,6.32,26.61,74.12,240.66,Sandy,Rainfed,24.43,0.58,Moderate
2017,Rajasthan,Kharif,Rice,61.84,37.09,35.86,7.74,26.27,53.34,173.79,Clay,Irrigated,23.66,0.39,Poor
2017,Rajasthan,Kharif,Rice,90.58,48.6,53.26,6.16,31.46,34.53,223.31,Clay,Rainfed,11.62,0.44,Poor
2017,Rajasthan,Kharif,Rice,90.98,58.28,52.0,6.57,33.12,34.81,66.71,Loamy,Irrigated,10.0,0.54,Moderate
2017,Rajasthan,Kharif,Bajra,108.98,42.35,40.34,5.56,24.39,46.11,187.62,Clay,Rainfed,16.56,0.51,Moderate
2017,Rajasthan,Kharif,Bajra,93.15,52.56,30.37,6.7,27.05,50.59,197.87,Clay,Rainfed,24.11,0.53,Moderate
2017,Rajasthan,Kharif,Bajra,59.0,67.39,36.64,7.01,28.24,52.24,208.58,Clay,Rainfed,27.69,0.49,Poor
2017,Rajasthan,Kharif,Bajra,134.7,37.15,34.44,6.9,27.87,47.11,148.65,Clay,Irrigated,12.87,0.44,Poor
2017,Rajasthan,Kharif,Cotton,89.41,27.28,43.22,7.68,30.95,46.67,176.26,Sandy,Rainfed,16.71,0.45,Poor
2017,Rajasthan,Kharif,Cotton,104.05,74.48,32.67,7.71,32.08,37.31,248.1,Loamy,Irrigated,21.78,0.6,Moderate
2017,Rajasthan,Kharif,Cotton,102.81,20.49,28.83,6.71,30.7,47.51,228.02,Sandy,Rainfed,19.89,0.42,Poor
2017,Rajasthan,Kharif,Cotton,63.64,61.4,39.06,7.01,33.66,30.49,185.74,Clay,Rainfed,12.35,0.5,Poor
2017,Rajasthan,Kharif,Maize,111.6,39.4,48.56,7.62,33.13,55.84,174.82,Loamy,Rainfed,24.76,0.54,Moderate
2017,Rajasthan,Kharif,Maize,109.01,21.95,28.38,6.66,31.08,37.07,202.9,Clay,Rainfed,17.0,0.35,Poor
2017,Rajasthan,Kharif,Maize,84.88,65.73,56.55,6.56,31.17,52.51,172.23,Loamy,Rainfed,15.61,0.57,Moderate
2017,Rajasthan,Kharif,Maize,61.81,69.77,40.73,6.59,28.93,48.61,209.59,Clay,Rainfed,20.56,0.52,Moderate
2017,Rajasthan,Zaid,Moong,108.86,64.27,29.79,7.04,22.81,64.95,91.65,Clay,Rainfed,19.4,0.57,Moderate
2017,Rajasthan,Zaid,Moong,108.65,57.05,32.92,6.44,21.62,49.01,65.89,Sandy,Rainfed,13.23,0.43,Poor
2017,Rajasthan,Zaid,Moong,92.5,34.42,23.69,6.18,30.53,46.31,0.0,Clay,Rainfed,14.81,0.45,Poor
2017,Rajasthan,Zaid,Moong,90.82,39.58,28.46,5.92,28.94,43.93,108.24,Clay,Irrigated,15.08,0.42,Poor
2017,Rajasthan,Zaid,Watermelon,112.16,30.24,47.76,6.3,27.71,45.84,52.17,Loamy,Irrigated,10.0,0.36,Poor
2017,Rajasthan,Zaid,Watermelon,119.57,57.83,28.96,6.63,26.5,59.75,110.63,Loamy,Irrigated,14.37,0.55,Moderate
2017,Rajasthan,Zaid,Watermelon,136.59,43.85,47.12,7.94,24.41,58.94,125.72,Loamy,Rainfed,15.47,0.46,Poor
2017,Rajasthan,Zaid,Watermelon,92.55,56.56,41.85,7.01,22.36,57.13,14.67,Clay,Irrigated,17.98,0.58,Moderate
2017,Rajasthan,Zaid,Cucumber,116.6,63.51,44.51,7.39,25.14,43.23,59.09,Sandy,Rainfed,10.0,0.59,Moderate
2017,Rajasthan,Zaid,Cucumber,66.87,42.13,32.65,7.16,32.57,57.36,161.27,Sandy,Rainfed,13.06,0.42,Poor
2017,Rajasthan,Zaid,Cucumber,80.24,37.3,52.5,7.19,32.11,56.95,101.35,Sandy,Irrigated,16.24,0.45,Poor
2017,Rajasthan,Zaid,Cucumber,74.39,52.84,50.07,6.17,21.92,39.29,166.46,Sandy,Rainfed,15.78,0.53,Moderate
2018,Rajasthan,Rabi,Wheat,115.38,40.88,43.63,6.96,12.81,68.9,51.97,Loamy,Irrigated,10.0,0.55,Moderate
2018,Rajasthan,Rabi,Wheat,106.95,51.3,43.56,6.9,18.87,46.03,5.91,Clay,Irrigated,16.91,0.59,Moderate
2018,Rajasthan,Rabi,Wheat,132.81,90.0,28.77,6.92,16.7,39.5,104.5,Loamy,Irrigated,10.0,0.57,Moderate
2018,Rajasthan,Rabi,Wheat,66.22,42.93,20.25,7.18,13.36,69.23,19.02,Clay,Rainfed,10.0,0.32,Poor
2018,Rajasthan,Rabi,Mustard,107.21,37.05,39.69,6.81,10.0,46.8,115.74,Sandy,Irrigated,17.19,0.41,Poor
2018,Rajasthan,Rabi,Mustard,90.23,59.5,40.23,6.1,16.78,30.0,24.8,Clay,Irrigated,10.0,0.46,Poor
2018,Rajasthan,Rabi,Mustard,113.92,42.23,39.12,7.88,14.76,44.21,30.77,Clay,Rainfed,10.0,0.34,Poor
2018,Rajasthan,Rabi,Mustard,84.38,46.1,55.99,7.2,17.35,43.21,37.27,Loamy,Irrigated,17.07,0.44,Poor
2018,Rajasthan,Rabi,Barley,119.13,57.75,37.78,6.79,11.55,30.0,17.62,Sandy,Irrigated,10.0,0.49,Poor
2018,Rajasthan,Rabi,Barley,118.65,43.77,47.01,8.0,17.3,33.84,61.99,Sandy,Rainfed,10.11,0.49,Poor
2018,Rajasthan,Rabi,Barley,103.9,34.7,42.06,7.53,12.79,51.81,68.41,Loamy,Rainfed,17.66,0.53,Moderate
2018,Rajasthan,Rabi,Barley,80.98,54.78,30.08,6.48,14.29,57.5,61.17,Clay,Rainfed,19.28,0.48,Poor
2018,Rajasthan,Kharif,Rice,85.91,26.94,38.55,6.58,26.43,60.54,202.88,Sandy,Rainfed,20.76,0.43,Poor
2018,Rajasthan,Kharif,Rice,112.67,39.53,56.79,5.84,23.98,46.12,167.78,Clay,Rainfed,25.81,0.6,Moderate
2018,Rajasthan,Kharif,Rice,92.25,33.52,54.21,6.74,32.58,50.8,225.58,Loamy,Irrigated,21.03,0.58,Moderate
2018,Rajasthan,Kharif,Rice,97.36,51.08,25.0,6.41,26.9,55.95,156.4,Clay,Irrigated,27.64,0.58,Moderate
2018,Rajasthan,Kharif,Bajra,127.13,46.99,42.32,7.37,29.81,52.43,168.23,Loamy,Irrigated,14.65,0.59,Moderate
2018,Rajasthan,Kharif,Bajra,95.15,21.65,35.45,6.28,25.41,66.3,165.09,Clay,Rainfed,20.17,0.43,Poor
2018,Rajasthan,Kharif,Bajra,78.09,36.79,57.99,6.43,32.87,52.08,192.31,Clay,Rainfed,29.47,0.58,Moderate
2018,Rajasthan,Kharif,Bajra,97.78,44.18,39.44,6.97,30.01,60.7,230.88,Sandy,Irrigated,25.52,0.55,Moderate
2018,Rajasthan,Kharif,Cotton,106.23,27.22,20.0,6.99,31.86,66.38,195.25,Sandy,Irrigated,20.66,0.4,Poor
2018,Rajasthan,Kharif,Cotton,101.72,38.8,49.9,6.69,30.73,49.4,225.11,Loamy,Irrigated,22.27,0.52,Moderate
2018,Rajasthan,Kharif,Cotton,109.6,45.97,21.64,6.58,28.05,50.84,180.51,Clay,Rainfed,24.55,0.49,Poor
2018,Rajasthan,Kharif,Cotton,69.14,47.59,35.16,6.32,29.26,59.86,151.52,Clay,Rainfed,20.64,0.49,Poor
2018,Rajasthan,Kharif,Maize,93.14,54.18,34.91,6.38,29.97,53.07,252.54,Sandy,Irrigated,17.27,0.46,Poor
2018,Rajasthan,Kharif,Maize,91.67,49.05,43.96,6.93,31.08,73.49,151.36,Sandy,Rainfed,27.66,0.46,Poor
2018,Rajasthan,Kharif,Maize,68.69,20.0,45.71,6.92,22.84,45.04,223.89,Clay,Rainfed,15.27,0.34,Poor
2018,Rajasthan,Kharif,Maize,109.88,20.0,31.43,6.24,27.09,51.11,154.95,Sandy,Rainfed,15.59,0.38,Poor
2018,Rajasthan,Zaid,Moong,111.17,77.85,35.18,6.96,30.39,31.41,91.82,Loamy,Rainfed,10.0,0.38,Poor
2018,Rajasthan,Zaid,Moong,72.53,57.8,58.69,7.01,30.53,49.94,137.14,Clay,Rainfed,20.49,0.56,Moderate
2018,Rajasthan,Zaid,Moong,110.09,26.55,28.21,7.52,23.29,63.56,65.57,Sandy,Rainfed,14.94,0.48,Poor
2018,Rajasthan,Zaid,Moong,88.2,60.48,40.25,6.03,27.77,31.58,125.68,Loamy,Rainfed,13.91,0.59,Moderate
2018,Rajasthan,Zaid,Watermelon,104.21,53.14,29.08,6.92,29.48,49.42,133.01,Sandy,Rainfed,21.05,0.47,Poor
2018,Rajasthan,Zaid,Watermelon,119.95,45.7,47.6,6.65,32.27,49.08,54.49,Sandy,Rainfed,13.15,0.53,Moderate
2018,Rajasthan,Zaid,Watermelon,118.59,48.02,34.76,6.12,28.87,30.04,45.15,Loamy,Rainfed,10.0,0.34,Poor
2018,Rajasthan,Zaid,Watermelon,98.64,55.46,60.93,6.04,27.7,44.02,51.34,Sandy,Irrigated,18.14,0.62,Moderate
2018,Rajasthan,Zaid,Cucumber,103.71,72.64,46.06,7.05,25.66,52.03,71.69,Clay,Irrigated,15.41,0.48,Poor
2018,Rajasthan,Zaid,Cucumber,78.9,51.89,30.15,6.4,27.37,62.07,28.91,Clay,Rainfed,16.16,0.37,Poor
2018,Rajasthan,Zaid,Cucumber,68.04,40.55,47.32,6.7,25.08,57.03,37.71,Clay,Irrigated,15.22,0.44,Poor
2018,Rajasthan,Zaid,Cucumber,91.81,65.09,28.73,7.36,22.76,54.95,105.34,Sandy,Rainfed,16.92,0.47,Poor
2019,Rajasthan,Rabi,Wheat,83.74,62.42,50.71,5.76,16.5,33.08,43.18,Sandy,Irrigated,10.0,0.53,Moderate
2019,Rajasthan,Rabi,Wheat,106.83,45.93,27.83,6.24,14.44,57.29,64.05,Sandy,Irrigated,18.93,0.48,Poor
2019,Rajasthan,Rabi,Wheat,120.94,44.97,26.59,7.17,14.58,45.76,37.79,Sandy,Rainfed,11.26,0.43,Poor
2019,Rajasthan,Rabi,Wheat,76.42,46.7,46.1,6.02,19.82,49.79,61.57,Loamy,Rainfed,15.81,0.47,Poor
2019,Rajasthan,Rabi,Mustard,129.56,35.1,41.36,6.84,15.12,60.37,63.38,Clay,Rainfed,13.63,0.53,Moderate
2019,Rajasthan,Rabi,Mustard,101.69,39.3,21.79,6.45,21.97,49.83,70.2,Loamy,Irrigated,10.0,0.45,Poor
2019,Rajasthan,Rabi,Mustard,77.56,38.5,40.68,7.31,14.65,46.54,85.57,Loamy,Rainfed,17.38,0.46,Poor
2019,Rajasthan,Rabi,Mustard,79.4,50.69,29.26,6.84,15.23,54.0,58.07,Sandy,Irrigated,12.14,0.53,Moderate
2019,Rajasthan,Rabi,Barley,110.39,75.1,34.11,6.01,14.88,35.96,44.63,Sandy,Rainfed,14.61,0.46,Poor
2019,Rajasthan,Rabi,Barley,113.78,39.75,37.26,6.79,13.69,47.42,47.21,Clay,Rainfed,16.65,0.48,Poor
2019,Rajasthan,Rabi,Barley,109.07,26.27,40.5,7.04,16.31,58.44,65.71,Loamy,Rainfed,20.3,0.45,Poor
2019,Rajasthan,Rabi,Barley,120.68,43.89,49.08,6.86,13.02,44.26,71.46,Clay,Irrigated,15.37,0.51,Moderate
2019,Rajasthan,Kharif,Rice,82.96,57.77,34.71,6.37,32.24,53.26,271.03,Sandy,Irrigated,20.73,0.51,Moderate
2019,Rajasthan,Kharif,Rice,105.46,20.0,39.08,6.81,38.75,48.16,134.79,Sandy,Irrigated,19.65,0.5,Moderate
2019,Rajasthan,Kharif,Rice,77.44,54.65,27.26,6.59,28.49,48.49,149.36,Loamy,Irrigated,12.2,0.43,Poor
2019,Rajasthan,Kharif,Rice,97.5,50.24,42.19,6.58,35.4,36.98,105.88,Clay,Rainfed,14.57,0.5,Poor
2019,Rajasthan,Kharif,Bajra,104.28,36.23,57.31,6.48,33.12,30.45,165.24,Loamy,Irrigated,13.84,0.52,Moderate
2019,Rajasthan,Kharif,Bajra,120.59,44.95,31.54,7.26,28.23,31.53,162.85,Clay,Rainfed,14.54,0.44,Poor
2019,Rajasthan,Kharif,Bajra,116.54,67.4,34.94,6.29,30.45,57.71,275.27,Clay,Irrigated,25.11,0.61,Moderate
2019,Rajasthan,Kharif,Bajra,107.21,57.56,42.91,6.55,26.76,48.25,195.97,Clay,Rainfed,17.96,0.48,Poor
2019,Rajasthan,Kharif,Cotton,81.42,90.0,29.27,6.59,35.35,50.13,171.01,Clay,Rainfed,22.24,0.6,Moderate
2019,Rajasthan,Kharif,Cotton,78.88,46.15,43.08,7.83,32.87,68.08,200.25,Clay,Rainfed,17.63,0.53,Moderate
2019,Rajasthan,Kharif,Cotton,83.15,61.26,46.54,7.29,30.54,58.38,175.92,Clay,Irrigated,21.89,0.53,Moderate
2019,Rajasthan,Kharif,Cotton,80.68,41.92,35.33,6.06,25.32,58.19,196.96,Clay,Rainfed,18.46,0.39,Poor
2019,Rajasthan,Kharif,Maize,140.45,68.79,32.21,6.94,28.76,42.61,114.92,Loamy,Rainfed,17.06,0.63,Moderate
2019,Rajasthan,Kharif,Maize,73.28,60.86,52.91,8.0,27.54,60.92,158.08,Clay,Irrigated,15.93,0.55,Moderate
2019,Rajasthan,Kharif,Maize,74.74,38.36,40.79,6.48,28.77,57.83,121.18,Loamy,Rainfed,21.5,0.52,Moderate
2019,Rajasthan,Kharif,Maize,75.66,70.45,33.95,7.26,31.8,66.19,196.63,Loamy,Irrigated,30.01,0.62,Moderate
2019,Rajasthan,Zaid,Moong,96.62,51.19,47.59,7.15,23.51,40.82,142.91,Sandy,Irrigated,15.84,0.49,Poor
2019,Rajasthan,Zaid,Moong,94.85,66.23,38.71,6.37,27.06,58.58,112.14,Sandy,Irrigated,13.29,0.44,Poor
2019,Rajasthan,Zaid,Moong,103.77,40.15,37.4,6.04,27.18,62.34,57.8,Sandy,Irrigated,15.1,0.45,Poor
2019,Rajasthan,Zaid,Moong,121.68,53.15,41.98,6.8,29.62,52.23,42.06,Clay,Irrigated,14.12,0.52,Moderate
2019,Rajasthan,Zaid,Watermelon,94.9,53.84,51.93,6.41,29.43,32.53,68.45,Loamy,Rainfed,10.0,0.45,Poor
2019,Rajasthan,Zaid,Watermelon,78.92,56.42,22.98,6.52,25.6,46.53,120.83,Sandy,Rainfed,13.28,0.49,Poor
2019,Rajasthan,Zaid,Watermelon,100.68,59.21,43.75,6.88,27.18,30.0,10.04,Loamy,Irrigated,15.11,0.48,Poor
