Year,Region,Season,Crop,N,P,K,pH,Temperature,Humidity,Rainfall,SoilType,Irrigation,Moisture,CropHealthIndex,CropHealthLabel
2015,Haryana,Kharif,Bajra,63.9,25.59,40.48,6.93,28.01,70.71,149.47,Loamy,Irrigated,17.1,0.43,Poor
2015,Haryana,Kharif,Bajra,86.96,50.71,31.4,6.61,25.02,64.34,131.56,Clay,Irrigated,26.85,0.5,Moderate
2015,Haryana,Kharif,Cotton,128.83,20.0,32.03,7.09,32.51,53.7,201.19,Clay,Rainfed,20.76,0.49,Poor
2015,Haryana,Kharif,Cotton,123.36,53.82,43.38,6.59,28.19,65.87,173.77,Clay,Irrigated,20.95,0.55,Moderate
2015,Haryana,Kharif,Cotton,141.51,63.07,36.74,7.4,31.18,60.79,191.59,Clay,Rainfed,20.87,0.5,Poor
2015,Haryana,Kharif,Cotton,100.37,75.15,43.27,6.69,26.98,46.29,165.94,Sandy,Irrigated,20.38,0.48,Poor
2015,Haryana,Kharif,Maize,122.88,55.08,35.85,7.12,30.71,72.71,120.86,Sandy,Rainfed,31.52,0.65,Moderate
2015,Haryana,Kharif,Maize,116.61,37.16,40.72,6.56,30.74,60.41,146.01,Clay,Rainfed,23.86,0.56,Moderate
2015,Haryana,Kharif,Maize,80.42,43.34,43.77,7.18,33.11,59.9,169.21,Clay,Rainfed,17.45,0.51,Moderate
2015,Haryana,Kharif,Maize,84.52,31.33,22.21,7.55,34.07,69.13,255.07,Clay,Rainfed,29.75,0.48,Poor
2015,Haryana,Zaid,Moong,102.58,51.64,47.26,7.04,28.84,53.75,187.83,Loamy,Rainfed,20.5,0.51,Moderate
2015,Haryana,Zaid,Moong,131.86,42.33,30.1,6.74,29.41,83.82,143.82,Loamy,Irrigated,24.36,0.61,Moderate
2015,Haryana,Zaid,Moong,91.46,34.82,23.45,7.21,22.92,80.3,83.68,Sandy,Irrigated,20.94,0.37,Poor
2015,Haryana,Zaid,Moong,94.81,27.45,37.54,6.66,24.11,61.64,156.76,Loamy,Rainfed,10.0,0.37,Poor
2015,Haryana,Zaid,Watermelon,122.53,45.97,28.93,8.0,27.31,71.96,163.96,Sandy,Irrigated,21.61,0.52,Moderate
2015,Haryana,Zaid,Watermelon,88.53,41.8,39.67,6.53,27.93,66.98,84.23,Clay,Rainfed,17.36,0.47,Poor
2015,Haryana,Zaid,Watermelon,121.83,68.69,20.0,6.63,27.24,80.04,0.0,Sandy,Irrigated,16.15,0.43,Poor
2015,Haryana,Zaid,Watermelon,118.71,69.07,47.22,6.24,25.67,53.89,160.09,Sandy,Irrigated,14.96,0.59,Moderate
2015,Haryana,Zaid,Cucumber,92.5,60.66,44.44,6.62,24.33,72.13,80.39,Sandy,Rainfed,24.63,0.53,Moderate
2015,Haryana,Zaid,Cucumber,106.52,31.23,49.24,6.71,29.85,70.93,77.62,Clay,Irrigated,18.9,0.56,Moderate
2015,Haryana,Zaid,Cucumber,112.12,30.79,57.55,5.76,25.89,50.92,27.73,Clay,Rainfed,24.5,0.59,Moderate
2015,Haryana,Zaid,Cucumber,99.25,66.55,41.14,6.88,27.71,59.55,105.97,Sandy,Rainfed,15.27,0.52,Moderate
2016,Haryana,Rabi,Wheat,74.06,56.0,33.49,6.54,16.99,76.73,57.24,Clay,Irrigated,25.0,0.58,Moderate
2016,Haryana,Rabi,Wheat,104.82,89.03,45.66,5.92,15.06,68.09,118.09,Loamy,Irrigated,23.93,0.68,Moderate
2016,Haryana,Rabi,Wheat,75.51,46.86,31.49,6.51,18.87,71.73,44.46,Loamy,Rainfed,21.62,0.55,Moderate
2016,Haryana,Rabi,Wheat,123.93,40.85,38.66,6.81,16.18,53.04,67.78,Loamy,Rainfed,11.72,0.49,Poor
2016,Haryana,Rabi,Mustard,91.25,60.84,36.27,7.66,14.64,69.2,14.5,Sandy,Irrigated,14.28,0.49,Poor
2016,Haryana,Rabi,Mustard,69.49,68.94,34.48,8.0,17.8,50.82,0.0,Clay,Rainfed,12.34,0.45,Poor
2016,Haryana,Rabi,Mustard,124.17,65.36,45.93,7.19,19.63,85.06,132.46,Clay,Rainfed,23.23,0.59,Moderate
2016,Haryana,Rabi,Mustard,113.93,64.33,40.88,7.54,14.99,63.3,31.87,Clay,Rainfed,12.91,0.51,Moderate
2016,Haryana,Rabi,Barley,97.57,72.7,46.31,6.29,12.85,46.33,46.69,Clay,Rainfed,24.94,0.68,Moderate
2016,Haryana,Rabi,Barley,92.56,66.33,58.85,7.57,16.75,62.74,11.62,Sandy,Irrigated,12.45,0.48,Poor
2016,Haryana,Rabi,Barley,97.05,43.01,24.05,7.06,15.42,47.32,62.93,Sandy,Rainfed,10.69,0.32,Poor
2016,Haryana,Rabi,Barley,133.23,43.14,33.98,7.03,10.0,64.72,120.89,Clay,Irrigated,16.58,0.52,Moderate
2016,Haryana,Kharif,Rice,95.93,36.83,31.73,6.69,32.3,77.27,175.99,Loamy,Irrigated,25.57,0.55,Moderate
2016,Haryana,Kharif,Rice,99.57,38.79,20.0,7.24,27.59,79.93,169.16,Clay,Rainfed,29.74,0.5,Poor
2016,Haryana,Kharif,Rice,89.42,61.91,27.46,6.95,30.2,70.16,117.5,Loamy,Rainfed,13.77,0.47,Poor
2016,Haryana,Kharif,Rice,85.31,37.85,42.01,7.37,29.89,48.85,226.59,Loamy,Irrigated,14.49,0.44,Poor
2016,Haryana,Kharif,Bajra,92.66,37.59,40.86,6.26,31.29,71.93,187.06,Loamy,Irrigated,10.0,0.43,Poor
2016,Haryana,Kharif,Bajra,112.38,80.86,40.21,6.44,32.71,41.37,139.61,Loamy,Irrigated,14.55,0.63,Moderate
2016,Haryana,Kharif,Bajra,80.93,51.84,56.25,6.96,28.06,57.01,160.69,Sandy,Rainfed,16.96,0.5,Moderate
2016,Haryana,Kharif,Bajra,96.39,90.0,42.99,6.42,25.31,73.83,176.89,Loamy,Rainfed,20.94,0.68,Moderate
2016,Haryana,Kharif,Cotton,86.64,78.1,50.8,6.58,30.34,50.62,216.77,Sandy,Irrigated,25.03,0.64,Moderate
2016,Haryana,Kharif,Cotton,87.13,65.45,36.65,6.6,32.56,69.85,146.15,Clay,Irrigated,18.58,0.54,Moderate
2016,Haryana,Kharif,Cotton,128.24,48.81,44.52,6.27,36.19,54.32,180.97,Clay,Irrigated,23.44,0.58,Moderate
2016,Haryana,Kharif,Cotton,111.59,54.89,41.94,6.62,32.96,76.87,283.58,Sandy,Irrigated,27.57,0.6,Moderate
2016,Haryana,Kharif,Maize,122.8,69.76,38.82,5.74,30.51,78.18,139.74,Clay,Rainfed,21.79,0.67,Moderate
2016,Haryana,Kharif,Maize,116.81,58.2,37.61,6.62,29.93,55.01,159.81,Clay,Irrigated,18.84,0.5,Poor
2016,Haryana,Kharif,Maize,130.43,64.97,35.68,7.0,34.85,61.78,228.69,Loamy,Irrigated,22.09,0.55,Moderate
2016,Haryana,Kharif,Maize,90.71,53.02,42.83,6.67,30.97,53.21,227.51,Loamy,Irrigated,23.4,0.52,Moderate
2016,Haryana,Zaid,Moong,138.78,35.0,33.22,7.06,30.61,51.54,95.06,Loamy,Irrigated,17.06,0.51,Moderate
2016,Haryana,Zaid,Moong,108.2,46.38,46.73,7.75,29.47,71.35,134.39,Loamy,Rainfed,20.64,0.5,Poor
2016,Haryana,Zaid,Moong,116.95,41.97,39.09,6.97,31.32,63.8,3.09,Clay,Irrigated,18.8,0.55,Moderate
2016,Haryana,Zaid,Moong,114.78,59.23,30.65,7.34,26.69,70.13,79.62,Sandy,Irrigated,15.73,0.54,Moderate
2016,Haryana,Zaid,Watermelon,93.01,49.71,36.97,7.2,29.1,83.38,81.06,Sandy,Rainfed,13.03,0.39,Poor
2016,Haryana,Zaid,Watermelon,97.91,47.47,40.7,7.38,24.8,74.5,158.42,Clay,Irrigated,20.02,0.52,Moderate
2016,Haryana,Zaid,Watermelon,120.02,20.0,46.78,6.47,30.93,70.01,97.58,Loamy,Irrigated,10.78,0.45,Poor
2016,Haryana,Zaid,Watermelon,132.25,69.72,56.4,7.17,32.12,63.63,128.11,Loamy,Irrigated,19.95,0.57,Moderate
2016,Haryana,Zaid,Cucumber,96.48,51.85,45.51,6.82,27.26,56.57,176.84,Clay,Irrigated,30.09,0.58,Moderate
2016,Haryana,Zaid,Cucumber,87.76,49.44,35.71,6.45,28.58,57.58,37.2,Loamy,Rainfed,10.0,0.4,Poor
2016,Haryana,Zaid,Cucumber,70.85,45.36,32.48,6.96,23.49,72.6,93.3,Loamy,Irrigated,27.02,0.41,Poor
2016,Haryana,Zaid,Cucumber,104.26,38.72,36.81,6.4,28.35,63.4,116.85,Sandy,Irrigated,23.57,0.52,Moderate
2017,Haryana,Rabi,Wheat,93.73,63.83,44.83,7.01,15.53,90.0,64.7,Clay,Irrigated,27.98,0.72,Moderate
2017,Haryana,Rabi,Wheat,111.11,36.22,35.83,6.65,11.61,69.74,12.94,Loamy,Irrigated,22.21,0.55,Moderate
2017,Haryana,Rabi,Wheat,74.83,46.74,36.92,8.0,11.26,65.55,21.62,Loamy,Irrigated,18.92,0.39,Poor
2017,Haryana,Rabi,Wheat,68.28,21.8,58.71,6.99,13.31,75.21,133.54,Clay,Irrigated,19.71,0.49,Poor
2017,Haryana,Rabi,Mustard,118.49,34.79,40.86,6.34,10.0,65.03,63.11,Loamy,Irrigated,19.18,0.46,Poor
2017,Haryana,Rabi,Mustard,117.17,46.48,40.38,6.08,13.78,55.04,76.05,Sandy,Irrigated,13.79,0.48,Poor
2017,Haryana,Rabi,Mustard,119.94,54.21,57.59,6.99,22.86,53.88,108.57,Loamy,Irrigated,18.98,0.59,Moderate
2017,Haryana,Rabi,Mustard,73.62,46.96,32.0,6.77,18.67,75.96,24.97,Loamy,Rainfed,25.13,0.47,Poor
2017,Haryana,Rabi,Barley,55.06,40.9,42.11,7.4,14.87,65.58,83.94,Clay,Irrigated,18.17,0.34,Poor
2017,Haryana,Rabi,Barley,87.51,47.23,33.95,5.7,16.86,58.65,2.41,Sandy,Irrigated,18.29,0.53,Moderate
2017,Haryana,Rabi,Barley,99.87,58.98,46.68,6.43,16.95,53.62,41.94,Clay,Irrigated,17.39,0.56,Moderate
2017,Haryana,Rabi,Barley,101.68,71.16,44.1,6.37,19.37,72.05,81.56,Loamy,Rainfed,26.87,0.67,Moderate
2017,Haryana,Kharif,Rice,109.26,52.96,43.11,7.65,28.67,60.21,191.86,Loamy,Irrigated,26.15,0.61,Moderate
2017,Haryana,Kharif,Rice,136.19,46.73,31.52,6.47,32.82,54.67,195.92,Loamy,Irrigated,14.36,0.45,Poor
2017,Haryana,Kharif,Rice,118.05,36.38,55.19,7.06,28.89,50.94,180.62,Clay,Rainfed,25.76,0.57,Moderate
2017,Haryana,Kharif,Rice,103.44,58.3,28.24,6.35,32.56,54.08,215.61,Clay,Irrigated,25.27,0.5,Moderate
2017,Haryana,Kharif,Bajra,75.35,58.28,46.26,6.45,31.39,51.33,213.93,Sandy,Rainfed,21.59,0.55,Moderate
2017,Haryana,Kharif,Bajra,106.99,26.53,40.95,6.67,28.38,54.91,101.49,Loamy,Irrigated,20.42,0.47,Poor
2017,Haryana,Kharif,Bajra,106.32,57.04,24.64,7.18,29.01,72.32,193.4,Clay,Rainfed,28.33,0.51,Moderate
2017,Haryana,Kharif,Bajra,106.68,71.47,50.82,6.14,29.27,64.61,174.62,Clay,Rainfed,26.27,0.72,Moderate
2017,Haryana,Kharif,Cotton,120.47,53.74,50.45,6.87,31.16,75.91,260.49,Clay,Rainfed,28.12,0.63,Moderate
2017,Haryana,Kharif,Cotton,110.0,29.01,43.68,5.75,34.69,56.82,241.29,Clay,Irrigated,26.73,0.59,Moderate
2017,Haryana,Kharif,Cotton,89.89,34.12,54.82,7.78,28.22,66.24,258.17,Clay,Irrigated,26.01,0.61,Moderate
2017,Haryana,Kharif,Cotton,124.62,75.28,45.63,6.36,34.02,57.58,160.59,Sandy,Irrigated,28.27,0.66,Moderate
2017,Haryana,Kharif,Maize,117.08,56.22,44.63,6.82,28.99,68.42,242.17,Loamy,Rainfed,26.74,0.5,Poor
2017,Haryana,Kharif,Maize,107.73,46.93,57.55,7.59,29.11,67.41,133.96,Loamy,Irrigated,18.17,0.55,Moderate
2017,Haryana,Kharif,Maize,84.83,33.04,46.23,7.11,29.78,60.48,187.8,Loamy,Rainfed,16.71,0.5,Poor
2017,Haryana,Kharif,Maize,99.33,56.82,34.84,6.7,28.11,67.53,212.81,Clay,Irrigated,23.86,0.51,Moderate
2017,Haryana,Zaid,Moong,94.3,46.16,37.59,6.77,27.47,49.51,70.35,Loamy,Irrigated,17.41,0.52,Moderate
2017,Haryana,Zaid,Moong,90.26,44.72,32.3,6.15,26.05,52.97,48.32,Clay,Irrigated,14.76,0.44,Poor
2017,Haryana,Zaid,Moong,81.47,49.53,31.52,7.09,29.79,59.43,73.48,Clay,Irrigated,10.16,0.37,Poor
2017,Haryana,Zaid,Moong,107.0,34.94,39.05,5.91,28.9,66.84,197.72,Sandy,Irrigated,20.9,0.46,Poor
2017,Haryana,Zaid,Watermelon,87.29,76.08,36.79,7.72,30.75,59.5,85.33,Sandy,Rainfed,20.53,0.58,Moderate
2017,Haryana,Zaid,Watermelon,94.42,62.68,39.51,6.1,29.11,68.94,12.89,Sandy,Irrigated,15.91,0.59,Moderate
2017,Haryana,Zaid,Watermelon,92.67,24.44,30.76,7.58,31.74,64.38,128.06,Loamy,Irrigated,18.35,0.4,Poor
2017,Haryana,Zaid,Watermelon,144.38,47.61,42.96,6.04,27.1,84.04,155.04,Loamy,Rainfed,31.84,0.62,Moderate
2017,Haryana,Zaid,Cucumber,83.25,40.88,34.61,6.53,28.65,54.03,66.45,Clay,Irrigated,21.97,0.42,Poor
2017,Haryana,Zaid,Cucumber,85.64,46.54,51.8,6.9,28.66,77.18,69.47,Loamy,Rainfed,17.86,0.53,Moderate
2017,Haryana,Zaid,Cucumber,93.84,37.42,31.13,7.07,24.69,71.81,106.34,Clay,Rainfed,28.7,0.49,Poor
2017,Haryana,Zaid,Cucumber,99.38,36.35,30.63,6.47,29.38,44.13,66.62,Sandy,Irrigated,14.29,0.41,Poor
2018,Haryana,Rabi,Wheat,100.01,61.73,32.09,6.41,12.53,57.81,131.99,Sandy,Rainfed,22.93,0.48,Poor
2018,Haryana,Rabi,Wheat,96.42,55.94,46.93,7.17,13.75,65.34,54.45,Loamy,Irrigated,12.77,0.47,Poor
2018,Haryana,Rabi,Wheat,107.03,20.33,40.47,7.75,18.58,73.95,0.0,Loamy,Irrigated,13.05,0.37,Poor
2018,Haryana,Rabi,Wheat,111.93,40.49,37.64,7.17,17.29,49.57,24.69,Clay,Irrigated,17.76,0.5,Moderate
2018,Haryana,Rabi,Mustard,109.16,42.55,38.17,6.31,13.98,68.7,45.05,Sandy,Irrigated,16.92,0.44,Poor
2018,Haryana,Rabi,Mustard,115.66,43.53,44.08,7.08,11.66,67.59,58.51,Sandy,Irrigated,19.5,0.49,Poor
2018,Haryana,Rabi,Mustard,58.27,52.41,62.13,6.62,15.45,68.64,50.29,Clay,Irrigated,16.6,0.52,Moderate
2018,Haryana,Rabi,Mustard,114.63,58.86,38.58,6.97,15.94,76.93,0.0,Loamy,Irrigated,23.53,0.63,Moderate
2018,Haryana,Rabi,Barley,101.46,51.1,38.5,7.4,11.57,73.2,47.41,Sandy,Rainfed,17.64,0.44,Poor
2018,Haryana,Rabi,Barley,112.06,37.24,64.85,6.93,13.82,66.79,99.17,Sandy,Rainfed,24.71,0.61,Moderate
2018,Haryana,Rabi,Barley,121.15,63.08,36.85,6.51,16.6,73.39,98.73,Clay,Rainfed,24.3,0.65,Moderate
2018,Haryana,Rabi,Barley,81.67,37.45,38.6,6.95,14.33,75.65,108.1,Clay,Irrigated,20.75,0.54,Moderate
2018,Haryana,Kharif,Rice,73.68,54.22,20.0,7.31,31.27,65.39,122.56,Loamy,Irrigated,18.97,0.59,Moderate
2018,Haryana,Kharif,Rice,119.91,75.55,23.62,5.91,36.92,63.19,175.75,Sandy,Irrigated,16.8,0.56,Moderate
2018,Haryana,Kharif,Rice,53.68,62.87,31.72,5.79,31.49,75.7,132.01,Loamy,Rainfed,22.83,0.52,Moderate
2018,Haryana,Kharif,Rice,92.59,29.78,32.85,7.06,29.63,60.42,173.63,Loamy,Rainfed,21.9,0.47,Poor
2018,Haryana,Kharif,Bajra,103.57,71.43,25.26,6.51,27.01,63.18,92.92,Sandy,Irrigated,19.07,0.58,Moderate
2018,Haryana,Kharif,Bajra,102.07,80.63,42.77,6.79,28.66,58.08,101.24,Loamy,Rainfed,19.26,0.59,Moderate
2018,Haryana,Kharif,Bajra,100.35,35.37,53.04,7.13,27.56,73.23,189.03,Sandy,Irrigated,19.55,0.57,Moderate
2018,Haryana,Kharif,Bajra,64.58,57.07,21.69,6.19,28.51,57.18,149.61,Clay,Rainfed,10.55,0.35,Poor
2018,Haryana,Kharif,Cotton,76.56,56.97,34.49,6.96,29.55,61.73,138.3,Loamy,Irrigated,15.07,0.46,Poor
2018,Haryana,Kharif,Cotton,105.14,46.39,40.08,6.64,33.91,70.86,163.5,Clay,Irrigated,23.26,0.55,Moderate
2018,Haryana,Kharif,Cotton,67.99,31.74,41.59,6.35,27.02,54.84,124.46,Sandy,Irrigated,19.27,0.44,Poor
2018,Haryana,Kharif,Cotton,80.12,56.3,31.44,6.85,24.09,71.55,212.43,Loamy,Irrigated,17.36,0.37,Poor
2018,Haryana,Kharif,Maize,76.32,44.0,42.69,6.78,28.85,63.76,164.09,Loamy,Rainfed,21.59,0.46,Poor
2018,Haryana,Kharif,Maize,123.64,57.21,37.97,6.54,33.52,53.24,199.5,Loamy,Irrigated,24.81,0.53,Moderate
2018,Haryana,Kharif,Maize,107.6,35.48,36.9,6.49,27.09,61.02,229.51,Sandy,Irrigated,17.54,0.52,Moderate
2018,Haryana,Kharif,Maize,121.82,43.06,38.5,6.08,25.88,81.09,213.13,Clay,Irrigated,24.99,0.59,Moderate
2018,Haryana,Zaid,Moong,96.97,29.06,45.91,6.44,31.89,53.93,75.38,Clay,Rainfed,17.07,0.44,Poor
2018,Haryana,Zaid,Moong,92.56,39.07,43.2,7.63,25.63,64.93,81.38,Clay,Rainfed,21.13,0.55,Moderate
2018,Haryana,Zaid,Moong,70.46,38.91,51.92,7.28,23.83,66.58,46.11,Clay,Rainfed,20.91,0.42,Poor
2018,Haryana,Zaid,Moong,63.12,36.65,39.36,7.07,27.41,68.02,97.02,Loamy,Rainfed,10.0,0.35,Poor
2018,Haryana,Zaid,Watermelon,111.65,38.0,20.92,6.6,28.43,73.5,117.71,Loamy,Rainfed,26.24,0.57,Moderate
2018,Haryana,Zaid,Watermelon,88.88,48.05,56.69,6.33,30.13,69.29,105.19,Clay,Irrigated,30.09,0.61,Moderate
2018,Haryana,Zaid,Watermelon,85.26,28.77,42.19,7.3,31.98,50.93,113.44,Sandy,Irrigated,11.36,0.31,Poor
2018,Haryana,Zaid,Watermelon,118.99,49.11,58.56,6.91,27.72,64.13,111.93,Loamy,Irrigated,17.45,0.49,Poor
2018,Haryana,Zaid,Cucumber,109.25,32.31,41.72,7.14,27.21,61.64,128.41,Clay,Rainfed,28.82,0.61,Moderate
2018,Haryana,Zaid,Cucumber,124.99,30.01,36.51,6.41,30.28,65.6,105.53,Sandy,Irrigated,20.18,0.56,Moderate
2018,Haryana,Zaid,Cucumber,118.27,58.06,44.28,6.66,26.21,41.1,73.51,Sandy,Irrigated,10.0,0.52,Moderate
2018,Haryana,Zaid,Cucumber,88.39,40.83,39.07,6.68,25.5,86.84,112.82,Clay,Irrigated,31.34,0.58,Moderate
2019,Haryana,Rabi,Wheat,86.01,34.44,46.65,6.4,14.31,59.24,108.84,Loamy,Irrigated,13.36,0.36,Poor
2019,Haryana,Rabi,Wheat,119.03,57.9,38.09,6.7,13.55,64.17,59.72,Sandy,Rainfed,19.18,0.61,Moderate
2019,Haryana,Rabi,Wheat,71.1,59.99,45.78,7.09,15.38,60.31,10.29,Sandy,Irrigated,13.73,0.54,Moderate
2019,Haryana,Rabi,Wheat,87.83,58.89,44.1,6.98,13.55,74.55,48.45,Loamy,Irrigated,19.77,0.53,Moderate
2019,Haryana,Rabi,Mustard,102.24,65.11,45.18,6.81,22.17,76.84,78.91,Loamy,Irrigated,19.22,0.56,Moderate
2019,Haryana,Rabi,Mustard,131.85,50.29,28.11,6.78,10.0,67.11,30.46,Loamy,Rainfed,12.1,0.49,Poor
2019,Haryana,Rabi,Mustard,100.68,29.52,47.01,7.06,15.87,74.58,18.36,Sandy,Rainfed,19.95,0.49,Poor
2019,Haryana,Rabi,Mustard,102.77,33.71,31.32,6.85,16.24,81.04,38.6,Clay,Irrigated,27.89,0.51,Moderate
2019,Haryana,Rabi,Barley,105.9,27.54,52.81,6.47,14.29,60.93,28.61,Loamy,Irrigated,19.65,0.45,Poor
2019,Haryana,Rabi,Barley,80.11,53.74,28.17,6.67,17.01,71.72,65.37,Loamy,Irrigated,24.45,0.54,Moderate
2019,Haryana,Rabi,Barley,100.39,20.0,47.83,6.79,15.05,55.25,75.82,Clay,Irrigated,24.34,0.45,Poor
2019,Haryana,Rabi,Barley,66.19,35.32,67.55,6.65,10.0,67.79,61.66,Clay,Irrigated,24.06,0.52,Moderate
2019,Haryana,Kharif,Rice,92.0,48.28,42.64,6.72,23.73,63.3,169.38,Loamy,Rainfed,14.42,0.49,Poor
2019,Haryana,Kharif,Rice,110.14,49.14,26.05,6.45,24.15,44.5,209.57,Sandy,Rainfed,15.87,0.38,Poor
2019,Haryana,Kharif,Rice,91.61,61.35,20.86,7.13,27.78,71.52,237.09,Clay,Irrigated,22.4,0.51,Moderate
2019,Haryana,Kharif,Rice,112.55,45.81,38.42,6.71,29.26,78.2,145.02,Loamy,Irrigated,18.76,0.51,Moderate
2019,Haryana,Kharif,Bajra,115.96,63.85,29.49,7.23,29.81,67.41,183.38,Loamy,Irrigated,16.05,0.54,Moderate
2019,Haryana,Kharif,Bajra,90.63,38.62,53.51,6.47,31.86,45.89,183.72,Sandy,Irrigated,12.66,0.46,Poor
2019,Haryana,Kharif,Bajra,110.62,20.0,34.71,6.52,32.06,63.58,226.65,Sandy,Rainfed,23.91,0.35,Poor
2019,Haryana,Kharif,Bajra,123.63,85.15,48.71,7.27,37.65,70.31,185.96,Sandy,Irrigated,22.29,0.66,Moderate
2019,Haryana,Kharif,Cotton,72.99,48.86,23.15,6.9,28.57,56.74,152.52,Sandy,Rainfed,17.74,0.42,Poor
2019,Haryana,Kharif,Cotton,75.11,53.49,33.92,6.29,28.43,90.0,234.4,Loamy,Rainfed,21.33,0.51,Moderate
2019,Haryana,Kharif,Cotton,127.48,37.21,44.75,7.12,27.96,74.68,219.75,Sandy,Irrigated,21.16,0.51,Moderate
2019,Haryana,Kharif,Cotton,83.56,31.71,34.31,6.74,34.83,67.27,205.44,Sandy,Irrigated,16.3,0.41,Poor
2019,Haryana,Kharif,Maize,112.08,44.12,29.82,6.29,24.93,53.8,206.84,Sandy,Rainfed,17.1,0.5,Moderate
2019,Haryana,Kharif,Maize,105.36,37.65,34.82,7.46,32.78,60.03,133.86,Sandy,Rainfed,22.16,0.51,Moderate
2019,Haryana,Kharif,Maize,92.49,70.27,52.93,7.63,26.18,67.11,222.51,Clay,Rainfed,26.62,0.67,Moderate
2019,Haryana,Kharif,Maize,91.03,53.58,27.09,6.73,34.24,69.47,159.95,Clay,Irrigated,29.18,0.44,Poor
2019,Haryana,Zaid,Moong,110.87,50.05,52.3,7.29,32.6,76.22,71.61,Clay,Irrigated,15.39,0.56,Moderate
2019,Haryana,Zaid,Moong,134.96,65.6,32.6,6.13,27.38,65.83,60.87,Sandy,Rainfed,15.06,0.56,Moderate
2019,Haryana,Zaid,Moong,119.39,54.9,26.11,6.7,28.72,77.53,121.6,Clay,Irrigated,29.45,0.59,Moderate
2019,Haryana,Zaid,Moong,97.53,54.64,33.44,6.68,29.51,61.81,48.81,Loamy,Rainfed,12.13,0.5,Moderate
2019,Haryana,Zaid,Watermelon,98.38,34.87,20.0,6.06,27.12,79.53,151.15,Sandy,Irrigated,15.57,0.46,Poor
2019,Haryana,Zaid,Watermelon,76.04,63.31,42.87,6.73,28.35,68.9,1.18,Clay,Rainfed,21.64,0.62,Moderate
2019,Haryana,Zaid,Watermelon,147.84,20.0,46.83,6.74,27.34,65.69,97.7,Sandy,Irrigated,20.9,0.51,Moderate
2019,Haryana,Zaid,Watermelon,116.16,37.28,35.76,6.57,27.85,72.11,214.52,Loamy,Irrigated,14.88,0.44,Poor
2019,Haryana,Zaid,Cucumber,109.76,38.99,38.58,7.6,30.2,52.26,131.94,Clay,Irrigated,23.08,0.53,Moderate
2019,Haryana,Zaid,Cucumber,57.91,80.63,41.55,7.0,27.29,65.77,69.53,Loamy,Irrigated,17.95,0.48,Poor
2019,Haryana,Zaid,Cucumber,75.31,34.52,35.6,7.44,27.44,49.01,181.08,Clay,Rainfed,20.31,0.38,Poor
2019,Haryana,Zaid,Cucumber,114.31,85.92,61.85,6.46,31.76,72.31,111.54,Loamy,Irrigated,28.93,0.77,Healthy
