Year,Region,Season,Crop,N,P,K,pH,Temperature,Humidity,Rainfall,SoilType,Irrigation,Moisture,CropHealthIndex,CropHealthLabel
2015,Punjab,Kharif,Cotton,111.42,67.03,49.54,7.13,31.54,75.15,300,Loamy,Rainfed,25.45,0.68,Moderate
2015,Punjab,Kharif,Maize,101.64,84.72,21.33,7.14,27.68,67.63,160.59,Sandy,Rainfed,12.28,0.46,Poor
2015,Punjab,Kharif,Maize,85.69,60.19,32.7,6.91,33.27,70.64,136.89,Sandy,Rainfed,20.46,0.47,Poor
2015,Punjab,Kharif,Maize,103.73,40.07,48.52,6.4,36.43,76.34,98.99,Sandy,Irrigated,19.66,0.55,Moderate
2015,Punjab,Kharif,Maize,90.5,40.2,57.65,7,32.6,58,166.62,Clay,Irrigated,15.29,0.54,Moderate
2015,Punjab,Zaid,Moong,90.32,69,32.92,7.02,34.37,80.32,29.23,Loamy,Irrigated,23.81,0.51,Moderate
2015,Punjab,Zaid,Moong,94.95,31.28,56.32,6.08,27.82,37.59,49.02,Clay,Rainfed,11.79,0.46,Poor
2015,Punjab,Zaid,Moong,100.2,35.28,44.62,6.9,32.32,55.64,136.53,Clay,Rainfed,17.22,0.48,Poor
2015,Punjab,Zaid,Moong,131.72,31.43,61.33,5.82,26.84,71.14,116.49,Sandy,Irrigated,18.96,0.6,Moderate
2015,Punjab,Zaid,Watermelon,90.14,41.16,48.5,6.98,28.84,63.77,81.68,Loamy,Irrigated,14.74,0.51,Moderate
2015,Punjab,Zaid,Watermelon,83.42,41.6,47.47,7.11,28.92,78.13,115.19,Loamy,Rainfed,21.98,0.52,Moderate
2015,Punjab,Zaid,Watermelon,95.96,46.73,50.99,7.21,31.83,64.08,111.88,Clay,Rainfed,25.24,0.64,Moderate
2015,Punjab,Zaid,Watermelon,106.48,48.05,40.97,7.1,28.06,76.82,77.59,Loamy,Rainfed,16.6,0.6,Moderate
2015,Punjab,Zaid,Cucumber,115.83,59.36,46.28,6.79,24.98,57.86,136.32,Sandy,Irrigated,13.18,0.53,Moderate
2015,Punjab,Zaid,Cucumber,83.49,45.18,44.13,6.52,25.97,79.75,84.12,Clay,Rainfed,19.36,0.5,Moderate
2015,Punjab,Zaid,Cucumber,104.64,28.28,25.93,6.44,28.73,64.93,71.16,Clay,Irrigated,19.05,0.44,Poor
2015,Punjab,Zaid,Cucumber,99.62,34.96,39.81,6.66,32.43,78.58,83.6,Loamy,Irrigated,22.84,0.47,Poor
2015,Haryana,Rabi,Wheat,108.03,60.35,35.99,6.91,16.56,80.33,45.65,Clay,Irrigated,22.5,0.57,Moderate
2015,Haryana,Rabi,Wheat,129.02,64.39,61.53,6.42,12.68,65.25,69.92,Loamy,Rainfed,22.51,0.68,Moderate
2015,Haryana,Rabi,Wheat,88.01,20,34.74,6.42,21.57,56.92,16.41,Clay,Rainfed,17.63,0.42,Poor
2015,Haryana,Rabi,Wheat,82.03,57.38,26.8,7.72,20.63,74.5,26.92,Sandy,Irrigated,23.61,0.48,Poor
2015,Haryana,Rabi,Mustard,124.76,26.08,34.01,6.8,10,78.54,45.42,Sandy,Rainfed,19.31,0.45,Poor
2015,Haryana,Rabi,Mustard,102.41,57.72,47.12,6.24,16.87,54.32,44.3,Sandy,Irrigated,10,0.54,Moderate
2015,Haryana,Rabi,Mustard,102.31,67.69,40.68,7.83,16,57.52,112.05,Loamy,Irrigated,26.64,0.6,Moderate
2015,Haryana,Rabi,Mustard,80.7,60.29,50.58,5.92,17.91,71.45,104.75,Clay,Irrigated,16.52,0.42,Poor
2015,Haryana,Rabi,Barley,101.48,74.43,26.2,5.95,14.19,72.18,110.09,Loamy,Rainfed,20.46,0.56,Moderate
2015,Haryana,Rabi,Barley,73.91,60.05,43.67,6.33,14.9,44.33,46.44,Clay,Rainfed,12.69,0.41,Poor
2015,Haryana,Rabi,Barley,110.08,42.05,32.07,6.75,14.81,74.55,10.57,Clay,Irrigated,15.05,0.42,Poor
2015,Haryana,Rabi,Barley,86.01,53.21,38.88,6.69,11.41,84.65,51.41,Clay,Rainfed,26.54,0.59,Moderate
2015,Haryana,Kharif,Rice,53.96,27.27,53.67,7.62,28.41,59.24,169,Sandy,Irrigated,17.67,0.46,Poor
2015,Haryana,Kharif,Rice,97.44,35.67,23.94,6.9,30.93,90,224.78,Loamy,Irrigated,23.96,0.4,Poor
2015,Haryana,Kharif,Rice,117.63,49.88,54.8,6.84,28.06,54.18,247.49,Loamy,Rainfed,16.96,0.64,Moderate
2015,Haryana,Kharif,Rice,82.49,29.26,49.26,7.75,31.62,54.63,172.39,Sandy,Rainfed,11.1,0.43,Poor
2015,Haryana,Kharif,Bajra,82.72,50.73,31.69,6.94,28.05,60.13,156.3,Sandy,Rainfed,18.46,0.45,Poor
2015,Haryana,Kharif,Bajra,110.02,35.34,40.99,7.18,27.28,59.23,210.22,Sandy,Irrigated,11.81,0.46,Poor
2015,Haryana,Kharif,Bajra,63.9,25.59,40.48,6.93,28.01,70.71,149.47,Loamy,Irrigated,17.1,0.43,Poor
2015,Haryana,Kharif,Bajra,86.96,50.71,31.4,6.61,25.02,64.34,131.56,Clay,Irrigated,26.85,0.5,Moderate
2015,Haryana,Kharif,Cotton,128.83,20,32.03,7.09,32.51,53.7,201.19,Clay,Rainfed,20.76,0.49,Poor
2015,Haryana,Kharif,Cotton,123.36,53.82,43.38,6.59,28.19,65.87,173.77,Clay,Irrigated,20.95,0.55,Moderate
2015,Haryana,Kharif,Cotton,141.51,63.07,36.74,7.4,31.18,60.79,191.59,Clay,Rainfed,20.87,0.5,Poor
2015,Haryana,Kharif,Cotton,100.37,75.15,43.27,6.69,26.98,46.29,165.94,Sandy,Irrigated,20.38,0.48,Poor
2015,Haryana,Kharif,Maize,122.88,55.08,35.85,7.12,30.71,72.71,120.86,Sandy,Rainfed,31.52,0.65,Moderate
2015,Haryana,Kharif,Maize,116.61,37.16,40.72,6.56,30.74,60.41,146.01,Clay,Rainfed,23.86,0.56,Moderate
2015,Haryana,Kharif,Maize,80.42,43.34,43.77,7.18,33.11,59.9,169.21,Clay,Rainfed,17.45,0.51,Moderate
2015,Haryana,Kharif,Maize,84.52,31.33,22.21,7.55,34.07,69.13,255.07,Clay,Rainfed,29.75,0.48,Poor
2015,Haryana,Zaid,Moong,102.58,51.64,47.26,7.04,28.84,53.75,187.83,Loamy,Rainfed,20.5,0.51,Moderate
2015,Haryana,Zaid,Moong,131.86,42.33,30.1,6.74,29.41,83.82,143.82,Loamy,Irrigated,24.36,0.61,Moderate
2015,Haryana,Zaid,Moong,91.46,34.82,23.45,7.21,22.92,80.3,83.68,Sandy,Irrigated,20.94,0.37,Poor
2015,Haryana,Zaid,Moong,94.81,27.45,37.54,6.66,24.11,61.64,156.76,Loamy,Rainfed,10,0.37,Poor
2015,Haryana,Zaid,Watermelon,122.53,45.97,28.93,8,27.31,71.96,163.96,Sandy,Irrigated,21.61,0.52,Moderate
2015,Haryana,Zaid,Watermelon,88.53,41.8,39.67,6.53,27.93,66.98,84.23,Clay,Rainfed,17.36,0.47,Poor
2015,Haryana,Zaid,Watermelon,121.83,68.69,20,6.63,27.24,80.04,0,Sandy,Irrigated,16.15,0.43,Poor
2015,Haryana,Zaid,Watermelon,118.71,69.07,47.22,6.24,25.67,53.89,160.09,Sandy,Irrigated,14.96,0.59,Moderate
2015,Haryana,Zaid,Cucumber,92.5,60.66,44.44,6.62,24.33,72.13,80.39,Sandy,Rainfed,24.63,0.53,Moderate
2015,Haryana,Zaid,Cucumber,106.52,31.23,49.24,6.71,29.85,70.93,77.62,Clay,Irrigated,18.9,0.56,Moderate
2015,Haryana,Zaid,Cucumber,112.12,30.79,57.55,5.76,25.89,50.92,27.73,Clay,Rainfed,24.5,0.59,Moderate
2015,Haryana,Zaid,Cucumber,99.25,66.55,41.14,6.88,27.71,59.55,105.97,Sandy,Rainfed,15.27,0.52,Moderate
2015,Rajasthan,Rabi,Wheat,114.87,52.56,38.16,6.81,15.92,32.9,0,Sandy,Rainfed,10.32,0.43,Poor
2015,Rajasthan,Rabi,Wheat,108.17,24.46,50.29,7.04,12.67,51.96,10.87,Clay,Irrigated,17,0.53,Moderate
2015,Rajasthan,Rabi,Wheat,74.41,40.63,40.26,7.06,20,60.14,0,Clay,Rainfed,13.4,0.42,Poor
2015,Rajasthan,Rabi,Wheat,81.54,29.72,30.24,7.33,12.73,43.88,0,Sandy,Irrigated,10,0.47,Poor
2015,Rajasthan,Rabi,Mustard,114.01,41.37,41.22,8,16.48,51.85,15.67,Clay,Irrigated,15.36,0.54,Moderate
2015,Rajasthan,Rabi,Mustard,87.46,77.19,47.08,6.52,12.89,49.65,120.83,Clay,Rainfed,21.72,0.65,Moderate
2015,Rajasthan,Rabi,Mustard,95.05,48.88,46.21,6.89,16.87,34.3,20.91,Sandy,Rainfed,10,0.47,Poor
2015,Rajasthan,Rabi,Mustard,116.68,56.89,39.3,5.97,16.83,55.6,93.23,Loamy,Irrigated,19.06,0.56,Moderate
2015,Rajasthan,Rabi,Barley,121.06,49.41,46.82,6.81,15.81,37.23,6.76,Loamy,Rainfed,10.8,0.54,Moderate
2015,Rajasthan,Rabi,Barley,91.31,45.36,42.22,6.56,13.45,50.96,31.51,Sandy,Rainfed,19.42,0.45,Poor
2015,Rajasthan,Rabi,Barley,103.93,65.48,25.14,6.93,14.44,45.6,107.88,Clay,Irrigated,21.81,0.53,Moderate
2015,Rajasthan,Rabi,Barley,145.98,44.56,35.54,7.53,18.2,44.83,106.37,Clay,Rainfed,25.05,0.57,Moderate
2015,Rajasthan,Kharif,Rice,81.63,34.94,32.32,6.78,28.74,47.18,126.22,Loamy,Rainfed,17.39,0.5,Poor
2015,Rajasthan,Kharif,Rice,99.01,60.12,28.77,6.99,27,59.84,171.44,Clay,Rainfed,22.94,0.56,Moderate
2015,Rajasthan,Kharif,Rice,89.38,40.65,34.45,6.48,30.87,74.55,154.49,Loamy,Rainfed,28.49,0.61,Moderate
2015,Rajasthan,Kharif,Rice,88.96,59.49,42.03,6.04,28.29,41.68,198.86,Loamy,Irrigated,25.04,0.66,Moderate
2015,Rajasthan,Kharif,Bajra,106.69,59.88,60.1,6.71,28.16,46.12,191.43,Sandy,Irrigated,12.98,0.48,Poor
2015,Rajasthan,Kharif,Bajra,89.65,53.36,39.84,7.39,27.81,49.67,251.78,Loamy,Irrigated,33.12,0.59,Moderate
2015,Rajasthan,Kharif,Bajra,136.93,58.76,36.41,7.1,28.53,60.44,207.28,Sandy,Irrigated,25.85,0.66,Moderate
2015,Rajasthan,Kharif,Bajra,127.64,59.73,38.33,6.87,31.52,60.67,226.77,Loamy,Rainfed,27.97,0.6,Moderate
2015,Rajasthan,Kharif,Cotton,125.57,52.87,40.46,6.12,31.11,46.07,181.15,Clay,Rainfed,23.38,0.62,Moderate
2015,Rajasthan,Kharif,Cotton,104.99,73.66,39.05,6.94,36.49,46.92,188.77,Loamy,Irrigated,21.09,0.59,Moderate
2015,Rajasthan,Kharif,Cotton,79.47,51.99,33,7.4,28.66,51.94,222.95,Sandy,Rainfed,11.46,0.38,Poor
2015,Rajasthan,Kharif,Cotton,88.9,78.22,25.52,5.7,31.13,65.66,177.37,Loamy,Rainfed,23.65,0.53,Moderate
2015,Rajasthan,Kharif,Maize,88.72,30.8,48.72,7.13,26.94,57.08,189.75,Clay,Rainfed,21.61,0.59,Moderate
2015,Rajasthan,Kharif,Maize,99.09,53.65,37.59,6.98,26.79,34.74,152.32,Clay,Irrigated,10.26,0.51,Moderate
2015,Rajasthan,Kharif,Maize,109.14,58.55,44.48,7.12,29.75,61.17,193.71,Sandy,Rainfed,26.69,0.63,Moderate
2015,Rajasthan,Kharif,Maize,86.47,77.01,39.6,6.08,32.13,49.1,237.6,Clay,Irrigated,22.59,0.55,Moderate
2015,Rajasthan,Zaid,Moong,62.21,43.22,20,6.01,30.52,43.47,72.15,Clay,Irrigated,19.66,0.43,Poor
2015,Rajasthan,Zaid,Moong,99.93,32.62,55.03,7.24,29.28,40.33,88.09,Clay,Rainfed,14.6,0.48,Poor
2015,Rajasthan,Zaid,Moong,86.36,34.98,37.19,7.7,28.63,30,80.11,Clay,Rainfed,16.61,0.4,Poor
2015,Rajasthan,Zaid,Moong,101.19,40.3,46.98,7,29.72,63.99,126.99,Loamy,Irrigated,24.08,0.58,Moderate
2015,Rajasthan,Zaid,Watermelon,103.95,81.13,33.11,7.67,31.15,44.65,142.7,Clay,Irrigated,19.2,0.53,Moderate
2015,Rajasthan,Zaid,Watermelon,110.46,41.39,39.76,7.87,26.55,46.8,106.97,Sandy,Irrigated,23.21,0.56,Moderate
2015,Rajasthan,Zaid,Watermelon,79.54,46.14,23.31,7,28.11,51.2,114.54,Sandy,Rainfed,18.91,0.4,Poor
2015,Rajasthan,Zaid,Watermelon,104.49,65.71,56.84,6.57,32.72,37.74,31.43,Clay,Rainfed,18.88,0.6,Moderate
2015,Rajasthan,Zaid,Cucumber,68.47,72.15,53.8,6.49,27.48,58.84,116.09,Loamy,Rainfed,20.23,0.59,Moderate
2015,Rajasthan,Zaid,Cucumber,99.49,67.59,45.44,6.61,28.78,44.5,63.14,Loamy,Irrigated,17.65,0.41,Poor
2015,Rajasthan,Zaid,Cucumber,77.61,30.58,51.61,6.57,31.45,32.6,75.5,Loamy,Irrigated,13.52,0.42,Poor
2015,Rajasthan,Zaid,Cucumber,119.93,42.59,24.43,6.59,29.43,50.77,38.68,Loamy,Irrigated,21.82,0.54,Moderate
2016,Punjab,Rabi,Wheat,141.53,55.73,44.3,7.32,13.95,66.51,37.13,Clay,Irrigated,20.61,0.59,Moderate
2016,Punjab,Rabi,Wheat,114.55,50.78,47.33,6.76,14.41,69.28,48.51,Loamy,Irrigated,18.71,0.45,Poor
2016,Punjab,Rabi,Wheat,50,81.33,38.6,7.35,17.75,73.46,89.92,Sandy,Irrigated,14.19,0.5,Moderate
2016,Punjab,Rabi,Wheat,96.19,53.26,48.7,7.05,11.84,63.76,126.56,Sandy,Rainfed,19.3,0.56,Moderate
2016,Punjab,Rabi,Mustard,121.01,66.58,51.87,7.12,22.21,69.42,58.04,Clay,Rainfed,14.91,0.66,Moderate
2016,Punjab,Rabi,Mustard,98.72,54.93,43.21,7.01,11.56,73.03,19.83,Sandy,Rainfed,25.27,0.6,Moderate
2016,Punjab,Rabi,Mustard,75.45,58.96,47.01,6.65,14.27,79.64,97.58,Sandy,Irrigated,27.73,0.58,Moderate
2016,Punjab,Rabi,Mustard,78.07,28.4,55.95,6.38,15.38,68.27,50.62,Clay,Irrigated,15.22,0.34,Poor
2016,Punjab,Rabi,Barley,120.2,39.68,62.52,7.29,13.08,56.77,115.68,Clay,Irrigated,18.2,0.45,Poor
2016,Punjab,Rabi,Barley,120.45,86.6,53.84,7.08,21.87,56.1,0,Loamy,Rainfed,17.19,0.69,Moderate
2016,Punjab,Rabi,Barley,98.75,38.69,37.19,5.95,17.28,72.81,54.17,Loamy,Irrigated,18.7,0.42,Poor
2016,Punjab,Rabi,Barley,118.37,26.44,30.1,7.27,11.69,71.8,105.68,Sandy,Irrigated,14.62,0.41,Poor
2016,Punjab,Kharif,Rice,73.32,40.98,43.2,6,31.65,60.32,184.22,Sandy,Irrigated,21.79,0.49,Poor
2016,Punjab,Kharif,Rice,102.5,43.56,41.22,7.07,31.66,72.24,234.57,Loamy,Rainfed,24.73,0.55,Moderate
2016,Punjab,Kharif,Rice,134.99,31.34,33.07,6.44,27.89,63.37,123.9,Loamy,Irrigated,23.87,0.52,Moderate
2016,Punjab,Kharif,Rice,83.29,82.18,28.12,6.95,33.74,63.27,191.16,Sandy,Irrigated,23.56,0.58,Moderate
2016,Punjab,Kharif,Bajra,97.06,64.46,62.11,6.52,29.44,68.7,181.75,Clay,Rainfed,17.34,0.58,Moderate
2016,Punjab,Kharif,Bajra,133.55,41.7,45.69,7.61,37.74,61.96,245.56,Sandy,Rainfed,19.86,0.55,Moderate
2016,Punjab,Kharif,Bajra,75.52,50.51,32.3,6.92,28.25,59.85,154.03,Clay,Rainfed,13.81,0.43,Poor
2016,Punjab,Kharif,Bajra,124.55,31.86,56.73,7.01,32.5,50.06,194.96,Loamy,Irrigated,15.34,0.52,Moderate
2016,Punjab,Kharif,Cotton,81.59,52.54,25.86,6.74,31.67,70.76,201.55,Loamy,Irrigated,18.68,0.41,Poor
2016,Punjab,Kharif,Cotton,78.15,45.25,52.13,6.87,33.71,80.91,204.37,Loamy,Rainfed,36.91,0.67,Moderate
2016,Punjab,Kharif,Cotton,96.95,60.62,49.57,6.41,30.58,66.91,185.34,Loamy,Irrigated,15.29,0.44,Poor
2016,Punjab,Kharif,Cotton,107.77,87.39,39.94,7.22,31.52,58.97,93.88,Loamy,Rainfed,18.02,0.59,Moderate
2016,Punjab,Kharif,Maize,106.43,39.98,49.92,6.71,32.76,67.1,190.7,Sandy,Rainfed,17.36,0.54,Moderate
2016,Punjab,Kharif,Maize,121.72,57.12,39.75,7.21,27.3,70.28,179.64,Sandy,Rainfed,28.4,0.66,Moderate
2016,Punjab,Kharif,Maize,93.9,40.86,38.13,6.83,30.03,56.88,137.4,Clay,Rainfed,23.15,0.51,Moderate
2016,Punjab,Kharif,Maize,81.21,47.84,27.9,7.1,31.46,70.64,100.98,Clay,Rainfed,29.81,0.59,Moderate
2016,Punjab,Zaid,Moong,93.26,40.8,36.98,6.61,27.36,84.91,95.95,Loamy,Irrigated,23.71,0.52,Moderate
2016,Punjab,Zaid,Moong,118.99,27.73,20,7.27,28.01,74.37,137.63,Loamy,Rainfed,15.17,0.39,Poor
2016,Punjab,Zaid,Moong,115.18,41.35,20,6.53,24.49,51.98,111.66,Sandy,Rainfed,17.7,0.37,Poor
2016,Punjab,Zaid,Moong,102.39,35.4,51.97,6.72,28.55,69.85,113.17,Sandy,Rainfed,19.23,0.47,Poor
2016,Punjab,Zaid,Watermelon,134.23,29.42,23.86,7.54,26.67,61.15,83.08,Sandy,Rainfed,15.68,0.4,Poor
2016,Punjab,Zaid,Watermelon,113.56,42.68,61.57,6.5,31.12,63.94,163.04,Sandy,Rainfed,23.39,0.62,Moderate
2016,Punjab,Zaid,Watermelon,84.93,56.9,33.22,7.81,31.91,85.62,91.28,Clay,Irrigated,25.54,0.52,Moderate
2016,Punjab,Zaid,Watermelon,124.01,40.15,29.53,7.07,28.55,56.53,51.14,Loamy,Irrigated,21.77,0.55,Moderate
2016,Punjab,Zaid,Cucumber,130.03,45.16,37.49,7.46,30.99,62.43,33.13,Sandy,Rainfed,18.26,0.55,Moderate
2016,Punjab,Zaid,Cucumber,101.14,54.03,55.28,7.05,34.5,63.56,127.11,Clay,Irrigated,24.22,0.66,Moderate
2016,Punjab,Zaid,Cucumber,60.67,80.84,28.97,6.69,26.91,61.61,48.21,Sandy,Rainfed,14.38,0.47,Poor
2016,Punjab,Zaid,Cucumber,96.66,54.24,37.51,7.6,30.45,78.6,66.68,Loamy,Rainfed,23.18,0.58,Moderate
2016,Haryana,Rabi,Wheat,74.06,56,33.49,6.54,16.99,76.73,57.24,Clay,Irrigated,25,0.58,Moderate
2016,Haryana,Rabi,Wheat,104.82,89.03,45.66,5.92,15.06,68.09,118.09,Loamy,Irrigated,23.93,0.68,Moderate
2016,Haryana,Rabi,Wheat,75.51,46.86,31.49,6.51,18.87,71.73,44.46,Loamy,Rainfed,21.62,0.55,Moderate
2016,Haryana,Rabi,Wheat,123.93,40.85,38.66,6.81,16.18,53.04,67.78,Loamy,Rainfed,11.72,0.49,Poor
2016,Haryana,Rabi,Mustard,91.25,60.84,36.27,7.66,14.64,69.2,14.5,Sandy,Irrigated,14.28,0.49,Poor
2016,Haryana,Rabi,Mustard,69.49,68.94,34.48,8,17.8,50.82,0,Clay,Rainfed,12.34,0.45,Poor
2016,Haryana,Rabi,Mustard,124.17,65.36,45.93,7.19,19.63,85.06,132.46,Clay,Rainfed,23.23,0.59,Moderate
2016,Haryana,Rabi,Mustard,113.93,64.33,40.88,7.54,14.99,63.3,31.87,Clay,Rainfed,12.91,0.51,Moderate
2016,Haryana,Rabi,Barley,97.57,72.7,46.31,6.29,12.85,46.33,46.69,Clay,Rainfed,24.94,0.68,Moderate
2016,Haryana,Rabi,Barley,92.56,66.33,58.85,7.57,16.75,62.74,11.62,Sandy,Irrigated,12.45,0.48,Poor
2016,Haryana,Rabi,Barley,97.05,43.01,24.05,7.06,15.42,47.32,62.93,Sandy,Rainfed,10.69,0.32,Poor
2016,Haryana,Rabi,Barley,133.23,43.14,33.98,7.03,10,64.72,120.89,Clay,Irrigated,16.58,0.52,Moderate
2016,Haryana,Kharif,Rice,95.93,36.83,31.73,6.69,32.3,77.27,175.99,Loamy,Irrigated,25.57,0.55,Moderate
2016,Haryana,Kharif,Rice,99.57,38.79,20,7.24,27.59,79.93,169.16,Clay,Rainfed,29.74,0.5,Poor
2016,Haryana,Kharif,Rice,89.42,61.91,27.46,6.95,30.2,70.16,117.5,Loamy,Rainfed,13.77,0.47,Poor
2016,Haryana,Kharif,Rice,85.31,37.85,42.01,7.37,29.89,48.85,226.59,Loamy,Irrigated,14.49,0.44,Poor
2016,Haryana,Kharif,Bajra,92.66,37.59,40.86,6.26,31.29,71.93,187.06,Loamy,Irrigated,10,0.43,Poor
2016,Haryana,Kharif,Bajra,112.38,80.86,40.21,6.44,32.71,41.37,139.61,Loamy,Irrigated,14.55,0.63,Moderate
2016,Haryana,Kharif,Bajra,80.93,51.84,56.25,6.96,28.06,57.01,160.69,Sandy,Rainfed,16.96,0.5,Moderate
2016,Haryana,Kharif,Bajra,96.39,90,42.99,6.42,25.31,73.83,176.89,Loamy,Rainfed,20.94,0.68,Moderate
2016,Haryana,Kharif,Cotton,86.64,78.1,50.8,6.58,30.34,50.62,216.77,Sandy,Irrigated,25.03,0.64,Moderate
2016,Haryana,Kharif,Cotton,87.13,65.45,36.65,6.6,32.56,69.85,146.15,Clay,Irrigated,18.58,0.54,Moderate
2016,Haryana,Kharif,Cotton,128.24,48.81,44.52,6.27,36.19,54.32,180.97,Clay,Irrigated,23.44,0.58,Moderate
2016,Haryana,Kharif,Cotton,111.59,54.89,41.94,6.62,32.96,76.87,283.58,Sandy,Irrigated,27.57,0.6,Moderate
2016,Haryana,Kharif,Maize,122.8,69.76,38.82,5.74,30.51,78.18,139.74,Clay,Rainfed,21.79,0.67,Moderate
2016,Haryana,Kharif,Maize,116.81,58.2,37.61,6.62,29.93,55.01,159.81,Clay,Irrigated,18.84,0.5,Poor
2016,Haryana,Kharif,Maize,130.43,64.97,35.68,7,34.85,61.78,228.69,Loamy,Irrigated,22.09,0.55,Moderate
2016,Haryana,Kharif,Maize,90.71,53.02,42.83,6.67,30.97,53.21,227.51,Loamy,Irrigated,23.4,0.52,Moderate
2016,Haryana,Zaid,Moong,138.78,35,33.22,7.06,30.61,51.54,95.06,Loamy,Irrigated,17.06,0.51,Moderate
2016,Haryana,Zaid,Moong,108.2,46.38,46.73,7.75,29.47,71.35,134.39,Loamy,Rainfed,20.64,0.5,Poor
2016,Haryana,Zaid,Moong,116.95,41.97,39.09,6.97,31.32,63.8,3.09,Clay,Irrigated,18.8,0.55,Moderate
2016,Haryana,Zaid,Moong,114.78,59.23,30.65,7.34,26.69,70.13,79.62,Sandy,Irrigated,15.73,0.54,Moderate
2016,Haryana,Zaid,Watermelon,93.01,49.71,36.97,7.2,29.1,83.38,81.06,Sandy,Rainfed,13.03,0.39,Poor
2016,Haryana,Zaid,Watermelon,97.91,47.47,40.7,7.38,24.8,74.5,158.42,Clay,Irrigated,20.02,0.52,Moderate
2016,Haryana,Zaid,Watermelon,120.02,20,46.78,6.47,30.93,70.01,97.58,Loamy,Irrigated,10.78,0.45,Poor
2016,Haryana,Zaid,Watermelon,132.25,69.72,56.4,7.17,32.12,63.63,128.11,Loamy,Irrigated,19.95,0.57,Moderate
2016,Haryana,Zaid,Cucumber,96.48,51.85,45.51,6.82,27.26,56.57,176.84,Clay,Irrigated,30.09,0.58,Moderate
2016,Haryana,Zaid,Cucumber,87.76,49.44,35.71,6.45,28.58,57.58,37.2,Loamy,Rainfed,10,0.4,Poor
2016,Haryana,Zaid,Cucumber,70.85,45.36,32.48,6.96,23.49,72.6,93.3,Loamy,Irrigated,27.02,0.41,Poor
2016,Haryana,Zaid,Cucumber,104.26,38.72,36.81,6.4,28.35,63.4,116.85,Sandy,Irrigated,23.57,0.52,Moderate
